id,name,profile_path
74299,Pixote Hunt,None
2710,James Cameron,/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg
15775,Kevin Lima,/kNqnN6z8S6DcfSTBDQ4G8pYXb3S.jpg
17403,Mike Judge,/8jEumAVtJ23rE4XZ0YrvVKAUKjk.jpg
1212755,Gail Mancuso,/yacqdjB95BaD28ZW1zhy3yeBujm.jpg
128276,Otto Bathurst,/vojDKrTe52mnPrYSKUTOLWotEIN.jpg
2228,Sean Penn,/9glqNTVpFpdN1nFklKaHPUyCwR6.jpg
65310,Kenny Ortega,/cZrsOBr1tp1nNPJ5xj3uao2XQbJ.jpg
26714,John R. Leonetti,/uksq1bamaA4MfpBPaP4Vv8BvLpu.jpg
17016,Neil Jordan,/uZ7CvCLTKb9qxjU4VsTNeyMRucd.jpg
11401,John Woo,/s7sDmQq8cegHnsTmD0u2eZ4ArYZ.jpg
3190496,Qing Guo,None
208664,Kay Cannon,/3d61uWFZjkIt3Xzgsb649DgXQHR.jpg
29922,Marcus Nispel,/gKvwpCr23UxQIuS4yJZhTvHLN0C.jpg
488,Steven Spielberg,/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg
56263,Mary Lambert,/q8Fir0mq5t0iBbwjaERCvYPofzI.jpg
16847,Eli Roth,/qQTkpxzh1FlBGL1HD5hzdUMxv49.jpg
880,Ben Affleck,/aTcqu8cI4wMohU17xTdqmXKTGrw.jpg
78040,Alex Kendrick,/uNsOtdi7oGuWmDVufKyhMuRCSTm.jpg
1724,Roger Spottiswoode,/ofSwHS4FtNtKO70LHqXdOgU67iP.jpg
628,Isao Takahata,/xTkZOWe1VU4xNba1lO0T9trFLHm.jpg
2590581,Kate Cox,None
227346,Jeff Chan,None
1290265,Leigh Janiak,/zvAZZOSTHVaosD1Q5JuzTBVYnwn.jpg
32250,Sean Ellis,/b0YRn81Hxm1Lcsfzuctl9wSpJoB.jpg
2352,Jean-Jacques Annaud,/dSVa9BbqtcJmH8YJmVtna0ciBim.jpg
3676466,Mattéo Marny,/jTPHz8Qxe01m0wzeVEUKaII9syY.jpg
8858,Ivan Reitman,/qMyAjmRVihGFbJPhMTsqvpeOKfX.jpg
2199,Scott Frank,/dtul4M4D5s10fAUji26HHAyWDKC.jpg
1702180,Chris von Hoffmann,None
190,Clint Eastwood,/dU35NnjZ4aGw5abIJe3WXVf3Eey.jpg
1003245,Donovan Marsh,None
38692,Paul Hoen,/bAf7mBti0hlEUeovaamit4XrVe.jpg
865,Michael Bay,/8I9H9IKROECFEn7usvyChbRMhbI.jpg
2703260,Diego Freitas,None
228090,Sylvie Verheyde,None
31024,Betty Thomas,/y9K6S2TsiLpcQoIwDM1qigx1VJ4.jpg
1374429,Wes Miller,/nxWydxg4i5kZt6tEHxxmNQlfWw2.jpg
21701,Mauro Borrelli,/1QgimENVJBP2gNQCuyiFiPDszBD.jpg
2300518,Kim Bu-gon,None
19242,Tony Gilroy,/tjKPe7Yq68p2IaaCAdSOmXStOKq.jpg
529184,Navot Papushado,/draGfloxnD66STeho3O3fJcRUja.jpg
11614,M. Night Shyamalan,/tOhFWjauKvJgjCVLJFnhbBCZuxZ.jpg
111686,Jim Field Smith,/aejkmeBmMlsUoiWt1gqUlziXipJ.jpg
65190,Philip G. Atwell,None
1053800,Lawrence Fajardo,/lALuR9P2rxYQeYzC8VjxgAnHaad.jpg
20400,Tim Story,/d1VJwZmNnsZlDq9aAjJf95tehKh.jpg
1362815,David Yarovesky,None
6431,Darren Aronofsky,/tOjz8mVI2HeQBvU6KNjIExMBsXL.jpg
51896,Mar Targarona,/kSzk76R9LxryWDgrTk7Xgfo3lAh.jpg
1336980,Mike Hostench,None
45400,Greta Gerwig,/tTQ4sU5Iolkyrv935nrGK2FM7cn.jpg
4147,Walter P. Martishius,None
80948,William Lau,None
78226,David Charhon,None
71280,Michael Dowse,/xShST7ecFRhXY8lGGyqmTnbUuXF.jpg
928915,David Gelb,None
13426,Peter Segal,/x0nAuktiPai0OovveeegPAi0dRF.jpg
1788844,Matt Carter,None
58292,Aaron Schneider,/q2smVJcz3XnTs0guc2nGbvcCWR4.jpg
1702039,Choi Woo-seong,None
27005,Don Michael Paul,/68anBJK0vHrbwiORHh8NDaoOaLH.jpg
7399,Ben Stiller,/scgpxhI05JpdNXXfmpK6z0rPOWN.jpg
2675,Darren Lynn Bousman,/7cphExMhm74Y5ELqKCq4lR3fGn8.jpg
9855,Terence Young,/5Kq0XBQ4VxD7WHztKthdIF1XxVP.jpg
26648,Luis Llosa,/mL2FmYTZvnvP4kJ9heOQLk5BT9m.jpg
21673,Ericson Core,/pmxQ9fYWWF51cJcTHup95qtGoWQ.jpg
2129127,Judy Naidoo,None
16938,Renny Harlin,/IhXiDrZBrsLZpB5K5BmzUGkp4G.jpg
1936356,Néstor Sánchez Sotelo,None
52845,Karey Kirkpatrick,None
52870,Tim Johnson,/yQkP9wuYcIceIzH9QnECNqVwkAr.jpg
4014,Paul W. S. Anderson,/AeYYSi30WCkowdk04Awa0kr1E4S.jpg
15277,Jon Favreau,/8MtRRnEHaBSw8Ztdl8saXiw1egP.jpg
54248,Christopher Landon,/jxNdw6wJo76ixoGtKMwdK0QMG2b.jpg
6046,Roland Emmerich,/mN8x74uv9yQ7dJl8nh2q26mkY8v.jpg
18356,Stephen Herek,/ni2MxgHBvzzYj9OzHpQ3yHkar79.jpg
1819905,Steffen Geypens,None
92125,Conrad Helten,None
10601,Joseph L. Mankiewicz,/qfs773ZGMwojZTl0WKM7b7qh8Mu.jpg
608,Hayao Miyazaki,/mG3cfxtA5jqDc7fpKgyzZMKoXDh.jpg
81718,Mamoru Hosoda,/5QIWSzXHioDMHk2UMOqz2wbaWMr.jpg
54733,Greg Mottola,/A5gy0fV3ndwkaCKnX017CKPNXve.jpg
52038,Thomas Carter,/qMaOQS043TLi5WjcosW9jZfB2HW.jpg
10702,Martin Campbell,/vPT3FJrBE35yRpbbkLWQthhEDcr.jpg
20629,George Miller,/eUzusS4Q8lOdlyjxQ777pf9oLuu.jpg
57433,George Ogilvie,None
1867155,Lee Sang-soo,None
76624,Shane Carruth,/zytHHEqP385IHKUW7t8JKg85atg.jpg
1599700,Park Sun-Uk,None
3950,Len Wiseman,/1OQxKQDItiG1vNwNBzDufLfBubA.jpg
36797,Robert Luketic,/dwescz6qnJ1zWeRLKQIL5X9zT9s.jpg
1599700,Park Sun-Uk,None
30365,Michael Caton-Jones,/kans2pcNqq8WIS3Up2oKqIBssIi.jpg
1652349,Luke Armstrong,None
54469,Michael Almereyda,/oiMAcT7GwLXBKTYWLl9FDBqrwHX.jpg
16435,Julio Medem,/bjvGVk0jV2pdQlRZkik9ANxcPt1.jpg
55710,Adam McKay,/vOyZXNJq7Oo01LPtSD5AZHjctgH.jpg
2613318,Edward Drake,/il6fHejjJ4J7YQt0wKLf7VfpAhN.jpg
488,Steven Spielberg,/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg
39,Sam Mendes,/5z89X9rB76JDblqMQ52fviwXxAN.jpg
138,Quentin Tarantino,/1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg
105643,Jay Oliva,/y7EbnuoKFMvU7uZ4aD50jThyNoF.jpg
33183,David Bowers,/icS8UDrmWF2jfb3udMxcMgRkHeH.jpg
58897,Sam Fell,/JolkSAddWXrhBSLEQeNZpQNRi3.jpg
66633,Vince Gilligan,/z3E0DhBg1V1PZVEtS9vfFPzOWYB.jpg
39,Sam Mendes,/5z89X9rB76JDblqMQ52fviwXxAN.jpg
37932,F. Gary Gray,/gAM7rzBe0i9LMG7rX24y3ekPW5x.jpg
57214,Prachya Pinkaew,/wLRlozJ1tFaknYQ2pIO8tHa0JGw.jpg
8685,Andrew Niccol,/jTNhskoCvZsLqZwk5CFIrMpCftx.jpg
2226,Sydney Pollack,/j3iXrQDiceGrAzEF6HE49zA7Wwj.jpg
98,Sarah Polley,/kQEyOfhp72yM4t6uo16ypSXfVX1.jpg
1056311,Toshiyuki Kubooka,/3wOrZC3R6dRWR0qwpalZtU3W0i8.jpg
1098562,Matt Angel,/x8fCF9hS9qUtxtwXnaZKsyGLygc.jpg
1919529,Suzanne Coote,/2ayvV6MK2LaIOIgENNDNJTpzECb.jpg
57607,Stephen Chow,/j5DWs54BGZfp92G43c9OyHPvkNG.jpg
7270,Adrian Lyne,/tj5o1Iirc20JjP9bKNiEm1c4mlq.jpg
568322,Dan Trachtenberg,/ce3rCLjSPyvq89D9kd2pyIlLny1.jpg
1667260,Adam Randall,None
57521,Steve Beck,/tP9EWRaqoUtzHZHKP9I8I7KPDPa.jpg
11694,Doug Liman,/6ebrRCsERA1IchMiF5SufD66stS.jpg
1362698,Tomohiko Ito,None
1341,Donnie Yen,/hTlhrrZMj8hZVvD17j4KyAFWBHc.jpg
1415282,Kam Ka-Wai,/gsPOd7NYzugZJwnEI5DokM6plQC.jpg
224644,Alex Stapleton,None
3289,Paul Weitz,/54Np4lBqGM36uwpzRc4KztJxGJz.jpg
1279381,Brando Quilici,None
44916,Stanley Tong,/cunufPnRrZuYwvz8M11c3cr6GVf.jpg
38007,Just Jaeckin,/1v6PDE0DyaXbyltb0IJatnvmXQH.jpg
4275,Alain Chabat,/xRjymE6LIJd0useKWN2R1WgKDRy.jpg
146864,Damon Thomas,/2H0iGzmiPYbvdfze9zefDdizOUo.jpg
92125,Conrad Helten,None
1099862,Dean Israelite,/ejnQgx8jXDG2GQgtTk7n78rjtJS.jpg
1215399,Taylor Sheridan,/enrOQII7bCIf7U0WbdxiuXGfzrs.jpg
2036,Alex Garland,/nDCkPeWFVcvXrRAJuXNxVCTJEXe.jpg
94075,David Soren,None
164554,Jennifer Kent,/neV1Pc9Ed051WmQ4jahjEHuIbRg.jpg
6431,Darren Aronofsky,/tOjz8mVI2HeQBvU6KNjIExMBsXL.jpg
9915,Guy Hamilton,/xXRi72ziu0jE6g3k37mxzk4E2oD.jpg
52701,Fergal Reilly,/dGAnHPYdQJ9FjddU855aJ7xjKwS.jpg
1281387,Clay Kaytis,/bpCa0nPRJjxanavvcxL7g0kqoJT.jpg
6159,Ron Howard,/tDKn6gAgvARdQRfuem2JwyNcP3B.jpg
1150,Brian De Palma,/4xleWFdhtVC7faer6Ru2eyEgfTv.jpg
144476,Hiromasa Yonebayashi,/bV0Xg5JHzTdcCDaLX7fKHn3gYH2.jpg
1290996,May el-Toukhy,/5DlwQ6AZBEYsnBQXbXMxvwYklkC.jpg
16483,Sylvester Stallone,/pOpbPofjwpynRkWPZZZkyGds6rx.jpg
1548846,Alexandre Avancini,/sD5tv1zftF0R5BRFnFQqJ2FaMkF.jpg
58498,Dominic Sena,/oSmE4r1Lg3earvq4DLInp3N7UMF.jpg
578,Ridley Scott,/zABJmN9opmqD4orWl3KSdCaSo7Q.jpg
36602,Peter Berg,/1pR16H0zqRG49ns8cYykYpodgGF.jpg
1192152,Tomasz Mandes,/wmYwPfWSXfjXpwvljvXEX8h0wfC.jpg
18898,Rob Minkoff,/fn5QA0bqJn6tk4Wt1QonjojFPjd.jpg
148678,Brett Donowho,None
5713,Chris Wedge,/bYiy2vcXgJq5XZdZ15uIhBhnBF8.jpg
7395,Bobby Farrelly,/i5mt42m2MjMpFVrVYlYmp5ylLDy.jpg
7396,Peter Farrelly,/3PDYOFfk5NLmNcEz6SFZmdmqVZr.jpg
1405916,Norihisa Hiranuma,None
55668,Jamie Uys,/7jFL0M1zvrZZYxeN3jxrZmMvLcD.jpg
6159,Ron Howard,/tDKn6gAgvARdQRfuem2JwyNcP3B.jpg
25882,Brad Turner,None
40230,Kevin Hooks,/zQIkzw1QsQvnjgLb5TMO4jyoqFY.jpg
74091,Makoto Shinkai,/mSCk6PmAR99bCsKJYlMx94vq5qe.jpg
238220,Oleg Stepchenko,None
1762584,Jeremy Zag,/jpRNzAD8NrpcgIFIiGCoI9uLfmr.jpg
1702048,Lee Min-hwan,None
1899637,Amanda Nell Eu,None
1269,Kevin Costner,/608blZipRDZkDpzp8VItB64qMaT.jpg
234345,Michel Denisot,/eA6jVqfvwxMCbYM36GSLtRkosa4.jpg
1348091,Florent Maillet,None
8029,Jimmy Hayward,/iUPWT3m14xpl3WSLm8LblKHRmwy.jpg
71729,Steve Martino,/3N8o7ClO4x8Hsz7stwn7t0B6G9s.jpg
1846844,Choi Moo-yeon,None
62773,Anna Mastro,/ySxTgYOr7hWoau7yEaV86vTBV8h.jpg
12028,John Moore,/n3czTYjeuJHaTLvMHllnT35uhnF.jpg
51894,J. A. Bayona,/cnbbnS7K8Uu6yohAfSRHv5Kxc7r.jpg
15217,Zack Snyder,/iD0GDqkvJXDXiNEZej198hjt3Tt.jpg
64045,Kirk Jones,/6A8URaTJ0kQ6L3H3XXLzRzQ3VQ2.jpg
1152,Oliver Stone,/nPFtjueZHmU56boVKXEvAoQOTWf.jpg
82511,Will Gluck,/facxxJZFpnoufJIY4jU9mC7RGKx.jpg
128924,Piero Schivazappa,/zRP8AE8d3Y2pqpyYNRAitsUwlIo.jpg
65429,Kunihiko Yuyama,/m9TuHUsVZXwacadFyDIZ7BKFkrM.jpg
1315004,Andrey Volgin,/zdjh58QqgOkHUEl4mKwyR3h9KNK.jpg
1979671,Tak Seung-oh,None
2473962,Jo Tae-ho,None
1878065,Dakota Gorman,/4Hi6pNCVz4ZUYVL6hSsA9ouZMWf.jpg
1052055,Randall Okita,/dcviKQNMHdJAeC27chqiJLC5CrA.jpg
67813,Baltasar Kormákur,/bC9ifwIjsR3VTgJv83Px71mroTl.jpg
5877,Vincenzo Natali,/rvYH9Ns2rTZ4X8OlMkfSCh7FPET.jpg
80751,Hirotsugu Kawasaki,/pQUJXwohdLvJBr57Y2ac8dX25Og.jpg
176153,Ezekiel Norton,None
100117,Francis Giacobetti,None
568279,Daniel Benmayor,None
39779,Peter Collinson,/oSDx2b8rJ9Cd8bflKHSuN02fSON.jpg
1150804,Chinonye Chukwu,/dJPTEDcSsHYhHCbtRJTBi0XkEKv.jpg
170820,Ben Falcone,/jtCKxxU1FPAOJKcwAa2yfKUk2WB.jpg
1086497,Jo Sung-hee,/7fHNJv6ycu2eEvdUiHbimdDRKqR.jpg
1274445,Keiichiro Kawaguchi,/bkluuAtO2VYqjoH3750BNyDmzav.jpg
7187,Richard Donner,/wjRecQiVLUAm6jwyT5craxhg3lD.jpg
23227,Steven Knight,/vmM9j2yXI8A3AccX3YgOEZHQWcO.jpg
85675,Rajkumar Hirani,/xwpN5swbmjmlaN0B8Eac5jyN4JQ.jpg
1010158,Kôyû Ohara,/1LMvcHnMaroi0TE1CzhCcQWHazY.jpg
129561,Josh Safdie,/fBGuGdFxQA2ODVSn2bTStqeveVv.jpg
227564,Benny Safdie,/vrGyNcAW1Cuwkt1nyqAQQOOUQnv.jpg
9181,Edward Zwick,/RzRjOpqfob68smXTj5RPjankKr.jpg
1114,Jon Harris,None
9577,George Roy Hill,/4DMJLc6Y2eVgoFyjmNDFygQBXCV.jpg
3503018,David Poag,None
140283,Adam Berg,/li76h6uRU63s9PBHSMekbUNxR0T.jpg
30956,Jesús Franco,/sVhaKFvmqD80EbWLTu7sGMbGDt0.jpg
81853,Shigeyasu Yamauchi,/rxocuwSYRINMs7MLCUmvsTJKjci.jpg
1665497,Zhao Ji,/3SbMsocDUMhh6BMPFen0Mv92fzl.jpg
2217620,Amp Wong,/igbwZbS8ENmpbkMSP6fpXIZYtwE.jpg
1867155,Lee Sang-soo,None
2276189,Maxime Rappaz,None
13235,Alexander Payne,/d8mwLxuCMxMxcE8Qys9sdUb7UZg.jpg
11091,Brett Ratner,/uOtFtBPkLQaTq8TobPG0XvNKrvD.jpg
3985970,Lee Ho-gyeong,None
607,Zhang Yimou,/uU5vECl94jDQYjiRk4eOpVRMEi9.jpg
70250,Newt Arnold,/5zAuR4g84Gn19rilnaQSDN7AGXr.jpg
1721377,Jennifer Kaytin Robinson,/lvNurtB8HROilnxDHUOCSfE1qfV.jpg
10943,Francis Lawrence,/pyGWo5mAwZ2Koe6leB2RjKd7vmc.jpg
1685889,Kyohei Ishiguro,/pIWvOX01ZorZSAWHxI7dqxo8bUI.jpg
90591,Oren Peli,/1GQMVWW2G7CpR3kSZMe348CZoQh.jpg
91605,Anna Gutto,/pIwWdjOOUIm0sIz6PnHETkgp2v5.jpg
83762,Yasuomi Umetsu,None
173004,Clement Virgo,/dptuAHxXQ5cfjFYwm62QDHUMun5.jpg
20674,Thomas Langmann,/gK06eoUMXf3j3rGl3AUbmsbwPYO.jpg
24886,Frédéric Forestier,/pj05BQfBo1A2WJeVTBjxGIEJP3G.jpg
4042048,Sergio Román,None
5231,Wolfgang Petersen,/8TTijeJBFITOhvJruS68aCjwK9f.jpg
1119117,Katsuhiko Fujii,None
6046,Roland Emmerich,/mN8x74uv9yQ7dJl8nh2q26mkY8v.jpg
1838753,Justin P. Lange,/wR5K1S8K23bKCIYr7XcgQ87MCrz.jpg
80948,William Lau,None
1823051,Mattson Tomlin,None
204553,Ethan Spaulding,/wLTbLnSJ1jnjA2YOHOPqz2g0XNe.jpg
42457,Gregor Schnitzler,None
35694,Jason Friedberg,/8ezGNR28kmkbBc4jYE1vNgSF70t.jpg
35734,Aaron Seltzer,/q0NRPeY0cvmRZcolotLx39kv0El.jpg
1135240,Kim Seong-hun,/MxQfrShMPgdHjmHFudkarY4Aqk.jpg
55075,Jeff Wadlow,/cOTfT6Jmg5aG86UJpgqVM5pY9Wv.jpg
18356,Stephen Herek,/ni2MxgHBvzzYj9OzHpQ3yHkar79.jpg
8685,Andrew Niccol,/jTNhskoCvZsLqZwk5CFIrMpCftx.jpg
56369,Antonio Campos,/qbrWd11RqIqa3pYWkjxW9vdRxnx.jpg
85809,Shane van Dyke,None
856440,Michael Mohan,/h0e8s5IofyTNY4aIPXyMNzmGAAQ.jpg
52870,Tim Johnson,/yQkP9wuYcIceIzH9QnECNqVwkAr.jpg
1205756,Patrick Gilmore,None
574660,Srđan Spasojević,/hjD18tfXNlZlgHSUqhAc5c602ej.jpg
1673687,James Lopez,None
2815808,Seung Woo Cha,None
577473,Lee Kae-byeok,None
7775,Stephen Sommers,/wGhd7IF1Buf7qPXuC4y1t02hams.jpg
1908548,Jeong Jin-ho,None
82418,Erik Van Looy,/j77gE9eOYxax7Ae83Z906n4BWQ1.jpg
74091,Makoto Shinkai,/mSCk6PmAR99bCsKJYlMx94vq5qe.jpg
558937,Rokuro Mochizuki,/MRuVUiL25GJiORZ7p9f41SCGfI.jpg
2725552,Jesse Harris,None
34682,Jeremiah S. Chechik,None
2334222,Florence Platarets,None
42111,Bryan Spicer,None
4023204,Mouloud Aït Liotna,None
142013,Gareth Evans,/2skpocnewERTPODPNvwgL5czLzG.jpg
18250,Jon Avnet,/o1XjfdjpEAIvdpth121IToE2lRx.jpg
20629,George Miller,/eUzusS4Q8lOdlyjxQ777pf9oLuu.jpg
49892,Fernando Di Leo,/extKHlTDlc7bHdwZgafCSIu5LmP.jpg
148084,Alfonso Albacete,None
260050,David Menkes,/AP5Ka50rh9AIkBOQlFFjLUEhhG.jpg
37932,F. Gary Gray,/gAM7rzBe0i9LMG7rX24y3ekPW5x.jpg
66987,Fritz Kiersch,None
53120,James DeMonaco,/nH0LS98m3ZiAgIqROLYrr9H5DnD.jpg
5501,Gary Fleder,/w7P8UyWeyB2CB4Eq9wHlMVj7bQk.jpg
57193,Gil Kenan,None
56411,Glenn Ficarra,/23EaR6q7B1wcg9trxtr7xHzKu7q.jpg
56412,John Requa,None
23799,Uwe Boll,/6Rf29Z2LaYctdUZeyzyXf41p6Ih.jpg
1704,Gore Verbinski,/rSQRdmLNAwdKxrtvBSSlBmWeSsj.jpg
1276373,Michael Gracey,/aPfUH7DbWh7wxzylql5yD34S9g2.jpg
991868,Ari Sandel,None
3542282,Young-cheol Joe,None
11641,Scott Spiegel,/3dKveWiEUeQbAxC7o9AKkIUymPQ.jpg
62047,Gary Trousdale,/yczbyaRGnhWYGU5OeFtTrzVaR87.jpg
62048,Kirk Wise,/7UjxOiWuIXGUrxHNSNZ7eaUCgHm.jpg
2733905,Atsushi Hirai,None
18596,Taylor Hackford,/aAP9RYT7XxUiC2NZL9Hi2gEdxGB.jpg
66942,Holger Tappe,None
4023206,Clément Pérot,None
1884,Steven Soderbergh,/872DPaUxTlAOhxBb70h3vaWhMvz.jpg
64856,Michael Jai White,/YPoHYuzR37wFpPpwEXZYQlhLln.jpg
1614,Ang Lee,/lwhIzt4PVNrsfOXuZcKXhtPE83P.jpg
62941,John Hyams,/7NosT6z5tAM0HlujmIyLpKJckAy.jpg
2423925,Jo Ba-reun,/9tN3FN6yQyV9U7ztvc3Bqit4ZqL.jpg
1215,Raja Gosnell,/dIovlHUjOfBEhqrUENBaRmGIAc0.jpg
587699,Troy Quane,/dadfVQD2jHiLk5ot0LBSeMmktQ7.jpg
1745178,Nick Bruno,/A1jpfgXP2muxY0EkEygvStlCVzl.jpg
228,Ed Harris,/ryF0KkljweLhPkQ70x6w3u9Qjjj.jpg
8010,Doug Sweetland,/zYxgikK0IBkMUmUBXBppJJDK4ZD.jpg
52934,Nicholas Stoller,/247iI9VZHnKB9QteCIUheKAAZtI.jpg
1707,Stuart Beattie,/mgR1jZAECtmvQ67iuZixlI3xFn6.jpg
55075,Jeff Wadlow,/cOTfT6Jmg5aG86UJpgqVM5pY9Wv.jpg
2513312,Lee Dong-Joon,None
1115284,Hisashi Watanabe,None
2294,Robert Rodriguez,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg
67753,Mark L. Lester,/ioa8RxmIBPUqmeoHLetFSLrLK4Q.jpg
29605,Mikael Håfström,/7zOeNtAlm2aSz1ku5fcsuBFG46j.jpg
133691,Yoshihiro Fukagawa,/xpGTSUsdYHPBTnCZ03HNOq3b4dY.jpg
8843,Mick Jackson,/pLQJApQAJKR3L6eYqLczxA4QjpY.jpg
16863,Todd Haynes,/h11kdTCA8QOMpihH12Wz2phQkW2.jpg
8296,Christophe Gans,/x4ILnMIY8hYXFpJj5d4M2VTQeFb.jpg
1010049,Hidehiro Ito,None
238001,Kirk Harris,None
240,Stanley Kubrick,/yFT0VyIelI9aegZrsAwOG5iVP4v.jpg
1723,Walter Hill,/438kdgYzrB6KLcA3eQ6BUmCh4Yj.jpg
1162039,Hiroki Shibata,None
1114296,Tim Egan,/g6EtRF3HESeJsYwSd1r8OpsH5xI.jpg
206574,Mark Williams,/dmOeFb4qxG5TmDy1RW8CBzCCEOT.jpg
1394615,Maximilian Le Cain,None
1884,Steven Soderbergh,/872DPaUxTlAOhxBb70h3vaWhMvz.jpg
2172885,Miles Warren,/pzYbenMXsIpqdA6sgsmcF53a6UJ.jpg
65429,Kunihiko Yuyama,/m9TuHUsVZXwacadFyDIZ7BKFkrM.jpg
23430,Timur Bekmambetov,/jIUwbKuHMf5nvIgX8e0YV6aB5w5.jpg
1297123,Kenichi Shimizu,None
53925,Jared Hess,/AlZGAfdgo6PL0ZOooHf0kxk1wHG.jpg
2294,Robert Rodriguez,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg
11343,David Yates,/hAHOxR0NK4cZDumqNIpDoEdGVAh.jpg
2513312,Lee Dong-Joon,None
1164588,A.J. Edwards,None
716,Emile Ardolino,/zWQ87XisfPtlSHjnfl9XMCYZcu6.jpg
20587,Emanuele Crialese,/t1vGKleeY3QyEtSe10BUAPc0QnW.jpg
551463,Mike Flanagan,/85q5HSDoltjvg1ES0eToNlLjfPB.jpg
62514,Tommy O'Haver,/t00MyCdjqDyJB7mZqyXZuGCLrOX.jpg
47005,Alan Taylor,/sXC2wNRo7lshghNnNaPdWQ9sqKe.jpg
1186076,Philippe Lacheau,/2ev0Ip2vNnC5UYe10gJNcApahZ4.jpg
67539,Clay Tarver,None
54040,John Lee Hancock,/ytGKxuC1sFUmd68jUwDA37Jn0LG.jpg
21227,Sergio Martino,/wymuUvqoDWLjF9ctowGXPuBRt5K.jpg
1894878,Christophe Rolin,None
36425,McG,/vkHseZiluwbkqFHdvenCeQR3Ds9.jpg
1481563,Poppy Stockell,None
131327,Salvatore Samperi,None
300347,Donovan Cook,None
78160,Luca Guadagnino,/lO2GD4s6fRloZLEhsZgBlhJQasE.jpg
89596,Joaquim Dos Santos,/pMJQqL9kYHlZIw3pgJYpFOMGTBq.jpg
1932296,Aneesh Chaganty,/f1h4AWpQ8yS2ZBbMAe7PXGwWWrL.jpg
1053420,Josh Boone,/tFk14jU4M2C9mdYMhAGoZLghvy0.jpg
58838,Marco Brambilla,/66AB1CWZrHfk7QbjIqpHXSfRqsk.jpg
108,Peter Jackson,/bNc908d59Ba8VDNr4eCcm4G1cR.jpg
45400,Greta Gerwig,/tTQ4sU5Iolkyrv935nrGK2FM7cn.jpg
548127,Yusuke Narita,None
82953,Koretsugu Kurahara,/bHhEpg1fKZyx03X2Rylj4rey0X0.jpg
5281,Spike Lee,/2KOHXgk2uoRXl6u7V9xpAIo3uay.jpg
11694,Doug Liman,/6ebrRCsERA1IchMiF5SufD66stS.jpg
1116083,Aida Marques,None
2777438,Ivelise Ferreira,None
2359485,Cho Il,None
46644,Erwin C. Dietrich,/teZhcLBZYRDCM8JDCQ2LhoIK1ml.jpg
2419,Jean-Pierre Jeunet,/u3QmPbF9gdTTLsAHS97ic93gg6S.jpg
1832379,Hiroaki Akagi,None
1215399,Taylor Sheridan,/enrOQII7bCIf7U0WbdxiuXGfzrs.jpg
1962267,Kye Jang-hyuk,None
56852,Tad Stones,/mMIS8tPnAmNXoyDzFw3p6P7gpbE.jpg
1025684,Douglas Attal,/86r4OFNjfpeElAgMAj3bPhtRNK2.jpg
224,David Cronenberg,/kLHnBnUomcH96PdLRBnuZUzRoY1.jpg
84439,Julien Leclercq,/xP2OPVSMg2S19A1KzECnaqswqh8.jpg
35896,Richard Berry,/o9cPNyzZwPjj94Xcghhyycp1AiQ.jpg
1306608,Adam Robitel,/ujwEsVKMCN0JD6Mx2PlfSqmbxd1.jpg
56998,Dwight H. Little,/ezXjUoBIeb1LrDTi4Pp3G8lhAok.jpg
1673501,Bartosz M. Kowalski,/nktxldYtohRYm1laBKZO0qLd41R.jpg
444892,Eskil Vogt,/y5Rg3vdQleveYe7VfyGve4ljDtV.jpg
31119,Sylvain White,/8n84QfPuQCvMaOPXNOOcK1ehhOC.jpg
67795,Steven Shainberg,/AaMqDOZAiSJoQKfJemaJafdgdfS.jpg
10702,Martin Campbell,/vPT3FJrBE35yRpbbkLWQthhEDcr.jpg
18308,Steve Barron,/2ZjUasBeZmwhsqcqPfpUUU17QNu.jpg
638,Michael Mann,/1nRqwMyQuCkvNPAzDY5oOSfGZ6b.jpg
63099,Michael Fimognari,/8ETxK0seKQDqvfHNzHwGcvl51B8.jpg
60024,Liz Friedlander,/3HXcDNRKx5QqQnq98KGR4uLi4x9.jpg
104659,Lane Shefter Bishop,/t3ygrjo8p2GU2KLRWgAzT2wfN5n.jpg
18898,Rob Minkoff,/fn5QA0bqJn6tk4Wt1QonjojFPjd.jpg
13426,Peter Segal,/x0nAuktiPai0OovveeegPAi0dRF.jpg
1290265,Leigh Janiak,/zvAZZOSTHVaosD1Q5JuzTBVYnwn.jpg
2428,Ernst Lubitsch,/tAsEhwiu3oqDgzCZSYN2xu0dEdD.jpg
76998,James Marsh,/pvAWSznf3Ou5KWnPHgvKprB1qPV.jpg
1119247,Guy Nattiv,None
59290,Grégory Levasseur,None
190,Clint Eastwood,/dU35NnjZ4aGw5abIJe3WXVf3Eey.jpg
82511,Will Gluck,/facxxJZFpnoufJIY4jU9mC7RGKx.jpg
16590,Sheldon Lettich,/eTwzTAJ4X48FalI9eDDsyvpooOP.jpg
1962267,Kye Jang-hyuk,None
66121,George Tillman Jr.,/l2O5FILKdFQoBW7uDzmm3wyr6cA.jpg
